title,budget,gross,imdb_score,meta_score,opening_weekend,rated,release_date,run_time,max_meta_actor_score,min_meta_actor_score,sum_max_meta_actor_score,sum_min_meta_actor_score,avg_meta_high_actor_score,avg_meta_avg_actor_score,max_user_actor_score,min_user_actor_score,sum_max_user_actor_score,sum_min_user_actor_score,avg_user_high_actor_score,avg_user_median_actor_score,max_meta_director_score,min_meta_director_score,sum_max_meta_director_score,sum_min_meta_director_score,avg_meta_high_director_score,avg_meta_avg_director_score,max_user_director_score,min_user_director_score,sum_max_user_director_score,sum_min_user_director_score,avg_user_high_director_score,avg_user_median_director_score,max_meta_writer_score,min_meta_writer_score,sum_max_meta_writer_score,sum_min_meta_writer_score,avg_meta_high_writer_score,avg_meta_avg_writer_score,max_user_writer_score,min_user_writer_score,sum_max_user_writer_score,sum_min_user_writer_score,avg_user_high_writer_score,avg_user_median_writer_score
The Choice,0,18709066,6.6,26,6050443,PG-13,05/02/2016,111,89,26,268,104,67,46.75,9,2,32,14,8,6,89,26,89,26,89,65,8,4,8,4,8,7,53,26,102,52,51,37.5,9,4,16,8,8,6.5
The Circle,18000000,20476391,5.3,67,9034148,PG-13,14/11/2014,102,100,23,430,174,86,61.6,10,1,45,18,9,7,82,43,82,43,82,66,8,5,8,5,8,8,82,43,153,86,76.5,62,8,5,15,10,7.5,7.5
The Club,0,29756,7.2,73,6514,,05/02/2016,98,96,72,342,288,85.5,77.5,9,7,33,28,8.25,8,96,54,96,54,96,75,8,4,8,4,8,7,96,54,178,127,89,76.5,8,4,16,12,8,7.5
The Cobbler,0,0,5.8,23,0,PG-13,13/03/2015,99,81,23,214,92,53.5,38.75,8,4,26,19,6.5,6,66,66,66,66,66,66,,,,,,,66,52,118,118,59,59,8,8,8,8,8,8
The Confirmation,0,0,6.4,65,0,PG-13,18/03/2016,90,96,19,425,123,85,53.2,10,2,45,19,9,6.8,86,44,86,44,86,65,8,7,8,7,8,8,86,44,86,44,86,65,8,7,8,7,8,8
The Congress,34148170,137815,6.5,63,38172,,29/08/2014,122,93,18,413,154,82.6,57.4,9,3,43,21,8.6,7,91,63,91,63,91,77,8,7,8,7,8,8,91,63,181,126,90.5,75,8,7,16,14,8,7.5
The Conjuring 2,40000000,102461593,7.4,65,40406314,R,10/06/2016,134,85,24,160,52,80,53.5,9,1,18,6,9,7,68,20,68,20,68,45,9,5,9,5,9,7,68,28,68,28,68,47,8,6,8,6,8,7
The Connection,26000000,0,7.1,67,0,R,15/05/2015,135,89,28,392,216,78.4,61.4,9,4,42,25,8.4,7.6,67,67,67,67,67,67,7,7,7,7,7,7,67,67,134,134,67,67,7,7,14,14,7,7
The Culture High,0,0,8.3,37,0,,03/10/2014,120,88,11,279,100,69.75,52.25,9,3,36,19,9,7.5,37,37,37,37,37,37,9,9,9,9,9,9,37,37,74,74,37,37,9,9,18,18,9,9
The D Train,3000000,447524,5,55,447524,R,08/05/2015,101,89,20,313,119,78.25,55.25,10,1,35,14,8.75,6.75,55,43,110,89,55,49.5,8,5,16,11,8,7,55,43,110,89,55,49.5,8,5,16,11,8,7
The Dance of Reality,3000000,189500,7.5,76,30100,,23/05/2014,130,79,50,314,278,78.5,75.75,9,6,36,24,9,8.5,79,50,79,50,79,71,9,6,9,6,9,8,79,50,79,50,79,71,9,6,9,6,9,8
The Danish Girl,15000000,12706393,7.1,66,187318,R,27/11/2015,119,78,20,356,180,71.2,55.8,9,4,40,23,8,7,88,63,88,63,88,75,8,7,8,7,8,8,66,41,132,107,66,61.5,8,6,15,13,7.5,7.5
The Dark Horse,3500000,61505,7.5,77,8487,R,01/04/2016,124,89,19,166,96,83,66,9,2,16,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,
The Darkness,17000000,96471845,7.6,27,14089952,PG-13,13/05/2016,92,86,21,394,228,78.8,62.6,9,3,45,27,9,7.8,74,32,74,32,74,56,9,5,9,5,9,8,74,32,74,32,74,56,9,5,9,5,9,8
The Dead Lands,0,4426,6.3,59,1327,R,17/04/2015,107,92,49,287,219,71.75,61.25,9,6,28,24,7,6.75,59,59,59,59,59,59,6,6,6,6,6,6,52,52,52,52,52,52,8,8,8,8,8,8
The Den,500000,0,6.1,48,0,R,14/03/2014,81,88,25,269,145,67.25,50.25,8,3,30,19,7.5,6.25,48,48,48,48,48,48,6,6,6,6,6,6,48,48,48,48,48,48,6,6,6,6,6,6
The Devils Violinist,0,0,6.1,38,0,R,30/01/2015,122,85,20,240,76,80,49,9,2,26,11,8.6667,6.6667,67,38,67,38,67,51,7,5,7,5,7,6,67,38,67,38,67,51,7,5,7,5,7,6
The Diabolical,0,0,4.7,25,0,,16/10/2015,86,88,25,293,172,58.6,45.2,9,1,34,20,6.8,6.2,25,25,25,25,25,25,5,5,5,5,5,5,25,25,50,50,25,25,5,5,10,10,5,5
The Diary of a Teenage Girl,2000000,1477002,6.9,87,52334,R,07/08/2015,102,90,29,433,271,86.6,68.8,10,3,40,28,8,6.6,87,57,87,57,87,72,7,7,7,7,7,7,87,57,87,57,87,72,7,7,7,7,7,7
The Disappearance of Eleanor Rigby: Her,0,0,7,67,0,R,10/10/2014,100,95,31,333,155,83.25,60.25,10,1,36,16,9,7.25,67,53,67,53,67,60,8,6,8,6,8,7,67,53,67,53,67,60,8,6,8,6,8,7
The Disappearance of Eleanor Rigby: Him,0,0,6.9,63,0,R,10/10/2014,89,95,31,333,155,83.25,60.25,10,1,36,16,9,7.25,67,53,67,53,67,60,8,6,8,6,8,7,67,53,134,106,67,60,8,6,16,12,8,7
The Disappearance of Eleanor Rigby: Them,3000000,585640,6.3,57,66941,R,12/09/2014,123,95,31,333,155,83.25,60.25,10,1,36,16,9,7.25,67,53,67,53,67,60,8,6,8,6,8,7,67,53,67,53,67,60,8,6,8,6,8,7
The Disappointments Room,15000000,2411580,3.9,31,1402823,R,09/09/2016,92,87,11,266,96,66.5,43.5,9,3,31,12,7.75,6.25,62,31,62,31,62,42,9,2,9,2,9,6,62,24,120,55,60,42.5,9,2,18,5,9,5.5
The Divergent Series: Allegiant,110000000,66002193,5.7,33,29027348,PG-13,18/03/2016,120,90,18,396,131,79.2,52.4,9,3,42,19,8.4,6.8,66,25,66,25,66,47,8,4,8,4,8,6,81,32,140,65,70,49.5,9,4,16,8,8,6
The Divergent Series: Insurgent,110000000,129995817,6.3,42,52263680,PG-13,20/03/2015,119,89,18,360,122,72,49.4,9,2,40,17,8,6.2,66,25,66,25,66,47,8,4,8,4,8,6,72,25,121,67,60.5,47,9,4,14,9,7,5.5
The Double,0,200268,6.5,68,14646,R,09/05/2014,93,95,14,442,173,88.4,62,10,3,46,19,9.2,7.4,76,36,76,36,76,60,8,6,8,6,8,7,76,36,76,36,76,60,8,6,8,6,8,7
The Dressmaker,17000000,2021399,7.1,47,185165,R,23/09/2016,119,89,18,397,164,79.4,55.8,9,3,43,22,8.6,7,,,,,,,,,,,,,64,38,111,85,55.5,49,9,5,16,12,8,7.5
The Drop,12600000,10720322,7.1,69,4104552,R,12/09/2014,106,95,19,339,109,84.75,60,9,3,35,16,8.75,7.5,69,68,69,68,69,69,8,7,8,7,8,7,84,49,168,98,84,67,9,7,18,14,9,8
The Duel,10000000,0,5.7,42,0,R,24/06/2016,110,91,16,410,150,82,53.6,10,2,45,24,9,7.2,75,30,75,30,75,52,8,6,8,6,8,7,,,,,,,,,,,,
The DUFF,8500000,34017854,6.5,56,10809149,PG-13,20/02/2015,101,83,11,307,129,61.4,42.6,9,3,38,20,7.6,6.4,,,,,,,,,,,,,66,56,122,112,61,58.5,7,7,14,14,7,7
The Duke of Burgundy,1000000,32630,6.6,87,13000,,23/01/2015,104,87,42,435,376,87,80.8,8,6,36,34,7.2,7,87,67,87,67,87,78,8,7,8,7,8,7,87,67,87,67,87,78,8,7,8,7,8,7
The Eagle Huntress,0,3169211,7.6,72,52574,,02/11/2016,87,90,72,162,144,81,76.5,9,6,15,12,7.5,6.5,72,72,72,72,72,72,6,6,6,6,6,6,,,,,,,,,,,,
The Edge of Seventeen,9000000,14260193,7.4,77,4754215,R,18/11/2016,104,91,16,417,177,83.4,61,10,2,43,23,8.6,7,77,35,77,35,77,56,8,7,8,7,8,8,77,35,77,35,77,56,8,7,8,7,8,8
The End of the Tour,0,2993669,7.3,82,123238,R,31/07/2015,106,95,12,437,131,87.4,57.2,10,2,44,18,8.8,7.4,82,43,82,43,82,66,8,5,8,5,8,8,82,63,145,145,72.5,72.5,8,7,15,15,7.5,7.5
The Equalizer,55000000,101530738,7.2,57,34137828,R,26/09/2014,132,94,15,413,127,82.6,55.2,9,1,43,16,8.6,6.8,78,39,78,39,78,52,9,1,9,1,9,7,63,35,120,92,60,54,9,6,16,13,8,7
The Expendables 3,90000000,39292022,6.1,35,15879645,PG-13,15/08/2014,126,92,15,422,117,84.4,52.8,9,2,45,14,9,7.2,53,35,53,35,53,45,6,6,6,6,6,6,82,17,123,45,61.5,41,9,4,15,9,7.5,6.5
The Eyes of My Mother,0,25981,6.2,63,8908,R,02/12/2016,76,75,17,330,269,66,61.8,8,4,36,32,7.2,6.8,63,63,63,63,63,63,7,7,7,7,7,7,63,63,63,63,63,63,7,7,7,7,7,7
The Face of an Angel,0,0,4.7,37,0,,19/06/2015,101,90,23,384,144,76.8,51.2,9,3,42,21,8.4,6.6,85,37,85,37,85,64,10,2,10,2,10,7,57,37,94,74,47,42,7,5,12,10,6,6
The Face of Love,4000000,309427,6.2,51,24660,PG-13,07/03/2014,92,96,19,388,154,77.6,53.6,10,1,43,17,8.6,6.8,51,41,51,41,51,46,7,7,7,7,7,7,51,41,102,92,51,48.5,7,7,14,14,7,7
The Falling,30000000,176305,5.4,71,100090,R,07/08/2015,102,90,17,432,131,86.4,57.6,10,4,46,23,9.2,6.8,78,35,78,35,78,61,9,5,9,5,9,8,58,36,106,72,53,43.5,7,5,12,10,6,6
The Family Fang,0,240067,6.1,67,14506,R,29/04/2016,105,86,8,383,109,76.6,53.8,10,1,44,18,8.8,6.8,83,8,83,8,83,50,9,1,9,1,9,6,76,44,76,44,76,59,8,4,8,4,8,7
The Fault in Our Stars,12000000,124868837,7.8,69,48002523,PG-13,06/06/2014,126,86,16,402,127,80.4,53.4,10,4,44,23,8.8,6.8,69,41,69,41,69,52,8,7,8,7,8,8,82,36,164,72,82,65,8,5,16,10,8,7
The Final Girls,4500000,0,6.6,59,0,PG-13,09/10/2015,88,83,19,361,158,72.2,55.8,10,1,43,17,8.6,6.6,61,59,61,59,61,60,8,7,8,7,8,8,59,59,118,118,59,59,8,8,16,16,8,8
The Final Master,0,0,7.2,72,0,,03/06/2016,109,82,37,356,276,71.2,65,8,3,35,29,7,6.6,73,72,73,72,73,73,7,7,7,7,7,7,73,72,146,144,73,73,7,7,14,14,7,7
The Finest Hours,80000000,27550735,6.8,58,10288932,PG-13,29/01/2016,117,96,20,266,85,88.6667,58.6667,9,5,26,16,8.6667,7,70,41,70,41,70,58,8,7,8,7,8,7,79,44,150,102,75,64.5,9,5,17,12,8.5,8
The Fits,0,166425,6.8,90,11300,,03/06/2016,72,90,90,450,450,90,90,7,7,35,35,7,7,90,74,90,74,90,82,7,7,7,7,7,7,90,74,180,164,90,86,7,7,14,14,7,7
The Fluffy Movie,0,2820939,7.2,56,1311446,PG-13,25/07/2014,101,67,17,303,215,60.6,52.2,9,1,38,26,7.6,6.8,67,35,123,91,61.5,53.5,7,3,14,10,7,7,,,,,,,,,,,,
The Forbidden Room,0,34043,6.2,83,696,,07/10/2015,130,84,16,417,257,83.4,68.8,9,4,42,27,8.4,7.6,84,63,167,146,83.5,80.5,9,4,17,12,8.5,7.5,84,63,167,146,83.5,80.5,9,4,17,12,8.5,7.5
The Forest,10000000,26583369,4.8,34,12741176,PG-13,08/01/2016,93,75,34,201,136,50.25,42.5,9,6,30,27,7.5,7,,,,,,,,,,,,,84,34,118,77,59,49.5,9,7,16,14,8,7.5
The Forger,15000000,0,5.7,32,0,R,24/04/2015,92,94,5,340,79,85,51.75,10,2,36,16,9,7.25,,,,,,,,,,,,,51,30,51,30,51,38,8,4,8,4,8,7
The Gallows,100000,22757819,4.2,30,10015000,R,10/07/2015,81,30,30,150,150,30,30,6,6,30,30,6,6,30,30,60,60,30,30,6,6,12,12,6,6,30,30,60,60,30,30,6,6,12,12,6,6
The Gambler,25000000,33631221,6,55,9300000,R,25/12/2014,111,87,18,320,167,80,60.75,9,1,34,17,8.5,7,68,55,68,55,68,61,8,6,8,6,8,8,85,39,168,80,84,58.5,9,1,17,5,8.5,7
The German Doctor,2000000,414912,6.8,62,34259,PG-13,25/04/2014,93,62,42,248,221,62,58.75,7,7,28,28,7,7,67,62,67,62,67,65,8,7,8,7,8,8,67,62,67,62,67,65,8,7,8,7,8,8
The Gift,5000000,43771291,7.1,77,11854273,R,07/08/2015,108,95,8,420,200,84,62.2,9,1,45,24,9,7.2,95,46,95,46,95,64,9,5,9,5,9,7,95,46,95,46,95,64,9,5,9,5,9,7
The Girl in the Book,0,5249,6.2,68,5249,,11/12/2015,86,75,33,348,273,69.6,62.6,9,3,41,32,8.2,7.8,68,68,68,68,68,68,8,8,8,8,8,8,68,68,68,68,68,68,8,8,8,8,8,8
The Girl in the Photographs,0,0,4.5,32,0,R,01/04/2016,95,82,17,316,119,63.2,42.4,9,2,36,18,7.2,5.8,37,24,37,24,37,31,5,4,5,4,5,5,68,32,100,64,50,41,8,4,12,8,6,5
The Girl on the Train,45000000,75311445,6.5,48,24536265,R,07/10/2016,112,84,15,382,189,76.4,60.6,9,2,43,25,8.6,7.2,90,35,90,35,90,59,8,3,8,3,8,7,63,38,111,86,55.5,49.5,9,5,15,11,7.5,6
The Giver,25000000,45089048,6.5,47,12305016,PG-13,15/08/2014,97,88,23,314,122,78.5,54.75,10,1,34,14,8.5,6.25,84,45,84,45,84,64,9,5,9,5,9,7,47,35,94,82,47,44,7,6,13,12,6.5,6.5
The Good Dinosaur,200000000,123070338,6.8,66,39155217,PG,25/11/2015,93,90,32,374,266,74.8,65,10,4,40,30,8,7,96,65,96,65,96,76,9,7,9,7,9,8,96,23,192,88,96,75.5,9,7,18,14,9,8.5
The Good Lie,20000000,2716989,7.4,65,841422,PG-13,03/10/2014,110,88,27,169,56,84.5,56,9,2,17,6,8.5,7,82,65,82,65,82,72,8,7,8,7,8,7,69,65,69,65,69,67,7,7,7,7,7,7
The Good Neighbor,0,0,6.3,32,0,,16/09/2016,98,100,23,224,99,74.6667,53.3333,9,2,25,11,8.3333,8,32,32,32,32,32,32,8,8,8,8,8,8,32,32,32,32,32,32,8,8,8,8,8,8
The Grand Budapest Hotel,25000000,59073773,8.1,88,811166,R,07/03/2014,100,94,1,459,114,91.8,61.8,10,1,46,14,9.2,7.2,88,45,88,45,88,74,9,7,9,7,9,8,88,45,88,45,88,74,9,7,9,7,9,8
The Grand Seduction,12700000,3408966,7,57,323743,PG-13,30/05/2014,113,85,33,223,147,74.3333,61.3333,9,4,24,18,8,7.3333,75,42,75,42,75,56,8,3,8,3,8,7,64,28,123,70,61.5,51,9,4,18,10,9,7
The Greasy Strangler,0,43580,5.6,58,22500,,07/10/2016,93,58,27,232,176,58,50.75,7,6,25,24,6.25,6.25,58,53,58,53,58,56,6,6,6,6,6,6,58,53,116,106,58,56,6,6,12,12,6,6
The Great Gilly Hopkins,5000000,0,6.5,47,0,PG,07/10/2016,99,93,13,435,121,87,54.8,10,2,46,18,9.2,7,82,66,82,66,82,74,7,5,7,5,7,7,74,47,148,94,74,59.5,7,5,14,10,7,6.5
The Green Inferno,6000000,7186670,5.4,38,3520626,R,25/09/2015,100,71,32,249,177,49.8,42.4,9,3,35,23,7,5.6,77,14,77,14,77,50,8,3,8,3,8,6,77,14,130,46,65,45.5,8,3,16,8,8,6
The Green Prince,0,257779,7.2,67,32698,PG-13,12/09/2014,101,67,67,201,201,67,67,5,5,15,15,5,5,67,49,67,49,67,58,7,5,7,5,7,7,67,49,134,116,67,62.5,7,5,12,10,6,6
The Guest,5000000,322600,6.7,76,84527,R,17/09/2014,99,83,22,387,151,77.4,53.8,9,1,45,20,9,6.6,76,36,76,36,76,51,9,3,9,3,9,7,,,,,,,,,,,,
The Gunman,40000000,10640645,5.8,39,5028702,R,20/03/2015,115,94,16,449,128,89.8,59.6,9,4,43,23,8.6,6.8,70,39,70,39,70,50,10,5,10,5,10,9,39,12,78,51,39,32.5,5,3,10,8,5,5
The Hallow,0,8967,5.7,65,1559,,06/11/2015,97,83,21,295,133,73.75,56.5,9,1,31,17,7.75,6.75,65,65,65,65,65,65,6,6,6,6,6,6,65,27,130,92,65,56.5,8,4,14,10,7,6
The Handmaiden,10000000000,2005473,8.1,84,92129,,21/10/2016,144,84,54,420,320,84,74.2,9,5,45,35,9,8.2,84,56,84,56,84,70,9,7,9,7,9,8,84,84,84,84,84,84,9,9,9,9,9,9
The Harvest,0,0,6,68,0,,10/04/2015,104,90,16,411,162,82.2,56.6,10,3,46,23,9.2,6.8,80,48,80,48,80,64,10,7,10,7,10,9,68,68,68,68,68,68,7,7,7,7,7,7
The Hobbit: The Battle of the Five Armies,250000000,255108370,7.4,59,54724334,PG-13,17/12/2014,144,94,14,400,175,80,59.4,9,3,44,23,8.8,7.6,,,,,,,,,,,,,94,42,188,84,94,71,9,5,18,11,9,8
The Hollars,3800000,1016872,6.5,53,38210,PG-13,26/08/2016,88,96,16,427,120,85.4,55.4,10,1,45,16,9,6.6,96,23,96,23,96,58,9,4,9,4,9,7,,,,,,,,,,,,
The Homesman,16000000,2428883,6.6,68,139311,R,14/11/2014,122,91,22,409,174,81.8,58.4,10,2,44,20,8.8,7,91,35,91,35,91,61,9,4,9,4,9,7,91,35,159,93,79.5,62,9,4,16,11,8,7
The Houses October Built,0,0,5.1,46,0,,10/10/2014,94,46,46,230,230,46,46,4,4,20,20,4,4,46,46,46,46,46,46,4,4,4,4,4,4,46,46,92,92,46,46,4,4,8,8,4,4
The Human Centipede III (Final Sequence),0,0,2.9,5,0,,22/05/2015,102,82,5,299,25,59.8,32.2,10,1,42,12,8.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,
The Human Race,0,0,5.4,32,0,,13/06/2014,87,51,11,179,139,35.8,32,7,6,35,34,7,7,,,,,,,,,,,,,,,,,,,,,,,,
The Humbling,2000000,0,5.6,59,0,R,23/01/2015,112,100,17,368,112,92,60.75,10,2,37,14,9.25,6.5,87,29,87,29,87,57,9,3,9,3,9,7,86,28,145,87,72.5,57.5,9,4,15,10,7.5,6.5
The Hundred-Foot Journey,22000000,54235441,7.3,55,10979290,PG,08/08/2014,122,91,19,277,139,69.25,53.75,8,1,30,17,7.5,7,75,34,75,34,75,56,9,6,9,6,9,7,82,30,137,85,68.5,56,9,4,16,11,8,7
The Hunger Games: Mockingjay - Part 1,125000000,337103873,6.7,64,121897634,PG-13,21/11/2014,123,91,16,434,125,86.8,57,10,2,45,17,9,7,76,50,76,50,76,62,9,6,9,6,9,7,74,45,140,109,70,63,7,2,14,8,7,7
The Hunger Games: Mockingjay - Part 2,160000000,281666058,6.6,65,102665981,PG-13,20/11/2015,137,91,16,434,125,86.8,57,10,2,45,17,9,7,76,50,76,50,76,62,9,6,9,6,9,7,74,45,140,109,70,63,7,2,14,8,7,7
The Hunting Ground,0,405917,7.4,77,22464,PG-13,27/02/2015,90,,,,,,,,,,,,,77,64,77,64,77,72,9,4,9,4,9,8,77,64,77,64,77,72,9,4,9,4,9,8
The Huntsman: Winters War,115000000,47952020,6.1,35,19445035,PG-13,22/04/2016,114,95,16,432,143,86.4,58.8,9,1,44,14,8.8,7,35,35,35,35,35,35,5,5,5,5,5,5,65,30,114,63,57,43,9,4,16,8,8,6
The Identical,16000000,2817092,5.1,25,1587137,PG,05/09/2014,107,89,12,353,96,70.6,43.6,9,2,39,13,7.8,6,25,25,25,25,25,25,3,3,3,3,3,3,,,,,,,,,,,,
The Imitation Game,14000000,91121452,8.1,73,479352,PG-13,28/11/2014,114,96,23,412,166,82.4,59.4,9,4,43,27,8.6,7.6,73,41,73,41,73,58,8,5,8,5,8,8,73,73,146,146,73,73,8,8,16,16,8,8
The Immigrant,16000000,1984743,6.6,77,44064,R,16/05/2014,120,94,19,427,143,85.4,59.6,9,2,44,19,8.8,6.8,79,45,79,45,79,67,9,6,9,6,9,7,79,45,156,119,78,71.5,9,6,18,13,9,8
The Infiltrator,28000000,15425870,7.1,66,5303775,R,13/07/2016,127,86,31,301,146,75.25,55.5,10,4,32,20,8,7,67,36,67,36,67,58,7,5,7,5,7,7,66,66,132,132,66,66,7,7,14,14,7,7
The Innocents,6000000,1063893,7.4,78,127112,PG-13,01/07/2016,115,91,21,420,262,84,69.2,9,4,41,29,8.2,7.2,78,37,78,37,78,60,10,4,10,4,10,6,78,78,156,156,78,78,8,8,16,16,8,8
The Intern,35000000,75274748,7.1,51,17728313,PG-13,25/09/2015,121,93,14,313,122,78.25,54.25,9,1,33,13,8.25,7,66,47,66,47,66,54,9,5,9,5,9,7,66,47,66,47,66,54,9,5,9,5,9,7
The Internets Own Boy: The Story of Aaron Swartz,0,48911,8.1,72,24300,,27/06/2014,105,72,72,216,216,72,72,8,8,24,24,8,8,72,66,72,66,72,69,8,1,8,1,8,8,72,66,72,66,72,69,8,1,8,1,8,8
The Interview,44000000,6105175,6.6,52,1085515,R,25/12/2014,112,85,16,326,122,81.5,56.75,10,1,35,11,8.75,6.75,85,36,85,36,85,61,10,2,10,2,10,7,85,36,137,88,68.5,56.5,10,2,16,8,8,6.5
The Judge,50000000,47105085,7.4,48,13116226,R,10/10/2014,141,100,20,438,132,87.6,56,10,1,47,12,9.4,7.2,64,25,64,25,64,45,9,5,9,5,9,8,72,21,123,69,61.5,48.5,8,6,16,12,8,7
The Jungle Book,175000000,363995937,7.5,77,103261464,PG,15/04/2016,106,95,17,277,57,92.3333,56.6667,10,1,28,8,9.3333,7.3333,79,20,79,20,79,52,9,1,9,1,9,7,77,17,154,55,77,53,8,3,16,8,8,8
The Keeping Room,0,27166,6,58,4328,R,25/09/2015,95,83,23,359,208,71.8,56.2,8,4,38,25,7.6,6.2,58,55,58,55,58,57,7,6,7,6,7,7,66,58,66,58,66,63,9,6,9,6,9,8
The Kingdom of Dreams and Madness,0,0,7.8,75,0,,28/11/2014,118,96,43,267,165,89,75.6667,9,6,26,20,8.6667,8,75,75,75,75,75,75,8,8,8,8,8,8,75,75,75,75,75,75,8,8,8,8,8,8
The Lady in the Van,6000000,10017675,6.7,70,175280,PG-13,04/12/2015,104,90,12,320,200,80,66.25,10,3,34,22,8.5,7,74,51,74,51,74,62,7,5,7,5,7,6,74,70,148,140,74,72,7,6,14,12,7,7
The Last Five Years,0,137945,5.9,60,38677,PG-13,13/02/2015,94,84,30,347,254,69.4,60,9,4,38,32,7.6,6.8,83,39,83,39,83,60,10,5,10,5,10,7,83,39,143,99,71.5,60,10,5,17,12,8.5,7
The Last Man on the Moon,0,30880,7.4,78,30880,,26/02/2016,95,84,76,406,388,81.2,79.4,9,6,40,31,8,8,,,,,,,,,,,,,84,78,84,78,84,81,9,6,9,6,9,9
The Last of Robin Hood,0,269642,5.7,46,35418,R,29/08/2014,94,88,19,248,79,82.6667,54.3333,9,2,27,8,9,7,72,46,144,92,72,61.5,8,4,16,8,8,8,72,46,144,92,72,61.5,8,4,16,8,8,8
The Last Witch Hunter,90000000,27356090,6,34,10812861,PG-13,23/10/2015,106,92,13,378,133,75.6,51,10,2,41,21,8.2,6.8,55,24,55,24,55,39,8,3,8,3,8,7,44,23,85,48,42.5,33.5,7,5,14,10,7,6
Walk of Shame,0,39751,6,25,39751,R,02/05/2014,95,89,5,386,84,77.2,48.6,9,1,41,14,8.2,6.6,86,18,86,18,86,36,9,3,9,3,9,6,86,18,86,18,86,36,9,3,9,3,9,6
Walter,700000,0,5.4,36,0,,13/03/2015,94,94,19,388,131,77.6,49.2,9,1,42,15,8.4,6.6,36,24,36,24,36,30,7,5,7,5,7,7,36,36,36,36,36,36,7,7,7,7,7,7
War Dogs,40000000,43017433,7.1,57,14685305,R,19/08/2016,114,88,27,334,230,66.8,55.8,9,3,39,25,7.8,6,89,30,89,30,89,53,9,5,9,5,9,7,89,19,146,49,73,44.5,9,2,16,7,8,7
War of the Worlds: Goliath,0,13385,5.5,33,13385,PG-13,07/03/2014,85,87,21,186,136,62,53.6667,8,5,22,19,7.3333,6.6667,33,33,33,33,33,33,6,6,6,6,6,6,33,33,66,66,33,33,6,6,12,12,6,6
War Room,3000000,67790117,6.4,26,11351389,PG,28/08/2015,120,42,26,120,104,30,28,8,5,23,20,5.75,5.75,42,25,42,25,42,32,8,5,8,5,8,5,42,25,84,51,42,33,8,5,16,10,8,6
War Story,0,0,3.9,50,0,,30/07/2014,90,93,18,397,158,79.4,57.2,10,1,47,15,9.4,7.4,50,50,50,50,50,50,4,4,4,4,4,4,81,20,131,70,65.5,52,8,2,12,6,6,5.5
Warcraft,160000000,47167650,6.9,32,24166110,PG-13,10/06/2016,123,85,19,246,68,82,53.3333,9,3,26,10,8.6667,7,74,32,74,32,74,58,8,8,8,8,8,8,74,30,138,62,69,52.5,9,4,17,12,8.5,8
Watermark,0,82837,6.8,68,8000,PG,04/04/2014,92,,,,,,,,,,,,,79,55,158,123,79,70.5,6,6,12,12,6,6,79,55,79,55,79,67,6,6,6,6,6,6
We Are Still Here,0,0,5.7,65,0,,05/06/2015,84,82,35,271,154,67.75,53,10,1,32,15,8,6.5,75,53,75,53,75,62,6,6,6,6,6,6,75,53,75,53,75,62,6,6,6,6,6,6
We Are the Best!,0,180222,7.2,87,17664,,30/05/2014,102,87,87,435,435,87,87,8,8,40,40,8,8,87,32,87,32,87,68,8,5,8,5,8,7,87,32,174,119,87,77.5,8,5,16,13,8,7.5
We Are Twisted F***ing Sister!,0,0,7.1,65,0,,19/02/2016,135,65,65,325,325,65,65,7,7,35,35,7,7,71,65,71,65,71,68,8,7,8,7,8,7,71,65,71,65,71,68,8,7,8,7,8,7
We Are Your Friends,2000000,3590010,6.2,46,1767308,R,28/08/2015,96,82,20,225,79,75,49.3333,8,4,23,13,7.6667,5.3333,,,,,,,,,,,,,46,46,46,46,46,46,5,5,5,5,5,5
Web Junkie,0,0,6.3,67,0,,06/08/2014,74,,,,,,,,,,,,,74,56,141,123,70.5,66,8,5,13,10,6.5,6,74,56,148,112,74,65,8,5,16,10,8,7
Weiner,0,1612203,7.6,84,84173,R,20/05/2016,96,84,70,322,322,80.5,80.5,9,8,33,33,8.25,8.25,84,84,168,168,84,84,8,8,16,16,8,8,84,84,168,168,84,84,8,8,16,16,8,8
Welcome to Happiness,0,0,6.1,29,0,PG-13,20/05/2016,108,86,16,336,103,84,52.25,10,3,40,18,10,7.25,29,29,29,29,29,29,10,10,10,10,10,10,29,29,29,29,29,29,10,10,10,10,10,10
Welcome to Leith,0,36010,7,78,3707,,09/09/2015,85,31,31,31,31,31,31,6,6,6,6,6,6,78,54,156,108,78,66,7,7,14,14,7,7,78,54,156,108,78,66,7,7,14,14,7,7
Welcome to Me,0,608852,5.9,69,38000,R,01/05/2015,87,92,11,345,88,86.25,55,10,1,39,11,9.75,7.25,69,51,69,51,69,60,8,7,8,7,8,8,69,69,69,69,69,69,7,7,7,7,7,7
Welcome to New York,0,0,5.4,71,0,R,27/03/2015,125,94,1,400,164,80,59.4,10,1,43,19,8.6,6.4,74,14,74,14,74,54,8,3,8,3,8,6,74,14,145,30,72.5,48,10,3,18,9,9,6
Welcome to the Jungle,85000000,47592825,6.7,25,18533765,PG-13,07/02/2014,95,92,11,402,110,80.4,51,10,1,46,14,9.2,7,88,20,88,20,88,57,9,1,9,1,9,7,59,59,118,118,59,59,9,9,18,18,9,9
